# Lynds' Catalogue of Bright Nebulae (Lynds 1965)
# Source: VizieR catalog VII/9 — https://vizier.cds.unistra.fr/viz-bin/VizieR?-source=VII/9
# Coordinates are ICRS (J2000). size is the largest angular dimension (Diam1) in arcminutes.
ra,dec,catalog,catalog_id,size
317.247083,37.203611,LBN,307,230.00
311.710000,41.017778,LBN,308,120.00
307.935000,43.170278,LBN,309,42.00
304.159167,45.155556,LBN,310,360.00
311.960833,41.018611,LBN,311,40.00
309.695417,42.343611,LBN,312,40.00
302.900417,45.816944,LBN,313,55.00
305.163333,44.992778,LBN,314,30.00
307.676667,44.169444,LBN,315,90.00
317.492500,38.204444,LBN,316,160.00
307.927500,44.170278,LBN,317,23.00
315.227083,39.863333,LBN,318,50.00
313.213333,41.189722,LBN,319,35.00
311.952917,42.185278,LBN,320,90.00
317.994167,38.206111,LBN,321,85.00
310.693750,43.013889,LBN,322,8.00
310.693333,43.097222,LBN,323,20.00
310.944583,43.015000,LBN,324,100.00
304.650833,46.324167,LBN,325,25.00
304.900417,46.491667,LBN,326,80.00
312.955833,42.188889,LBN,327,80.00
312.702917,42.521389,LBN,328,40.00
312.198333,43.019444,LBN,329,60.00
308.673333,45.006389,LBN,330,40.00
303.385833,47.652500,LBN,331,120.00
313.706250,42.525000,LBN,332,40.00
320.251250,38.046667,LBN,333,20.00
311.942917,43.685278,LBN,334,60.00
305.648333,46.994722,LBN,335,10.00
305.396250,47.160556,LBN,336,60.00
308.417500,45.672222,LBN,337,13.00
311.941667,43.851944,LBN,338,40.00
309.423333,45.342778,LBN,339,50.00
317.731667,40.288611,LBN,340,9.00
311.688750,44.184444,LBN,341,70.00
313.702917,43.025000,LBN,342,60.00
312.695417,43.688056,LBN,343,40.00
306.148333,47.163333,LBN,344,80.00
305.391667,47.660556,LBN,345,180.00
320.750833,38.381389,LBN,346,100.00
320.247500,38.796667,LBN,347,12.00
313.952500,43.192500,LBN,348,40.00
313.952500,43.192500,LBN,349,45.00
312.691667,44.188056,LBN,350,60.00
309.165833,46.175000,LBN,351,180.00
307.402083,47.168333,LBN,352,85.00
312.690833,44.354722,LBN,353,25.00
314.452917,43.360833,LBN,354,60.00
323.768333,36.557222,LBN,355,90.00
314.955833,43.195833,LBN,356,50.00
308.659167,46.839722,LBN,357,30.00
308.659167,46.839722,LBN,358,60.00
313.192083,44.356389,LBN,359,60.00
318.984167,40.542500,LBN,360,33.00
310.421250,46.013056,LBN,361,80.00
308.405417,47.172222,LBN,362,60.00
315.958750,43.199444,LBN,363,140.00
306.135417,48.663333,LBN,364,110.00
316.460417,43.201111,LBN,365,100.00
323.259167,38.222222,LBN,366,150.00
308.902917,47.674167,LBN,367,150.00
308.902917,47.674167,LBN,368,10.00
317.215000,42.870278,LBN,369,40.00
305.627500,49.328056,LBN,370,60.00
313.687917,45.191389,LBN,371,120.00
308.901667,47.840833,LBN,372,30.00
315.450833,44.197500,LBN,373,120.00
324.012500,38.057778,LBN,374,110.00
309.403333,47.842500,LBN,375,25.00
309.150833,48.008333,LBN,376,50.00
306.127500,49.496667,LBN,377,105.00
314.188750,45.360000,LBN,378,90.00
307.386250,49.001667,LBN,379,12.00
309.149583,48.175000,LBN,380,150.00
308.643750,48.673056,LBN,381,100.00
307.886667,49.170278,LBN,382,240.00
318.467083,43.207500,LBN,383,20.00
314.687917,45.695000,LBN,384,120.00
315.695000,45.198333,LBN,385,70.00
307.883750,49.503611,LBN,386,50.00
314.937500,45.862500,LBN,387,80.00
312.920833,47.188889,LBN,388,240.00
318.715000,43.708333,LBN,389,15.00
318.714167,43.875000,LBN,390,20.00
319.216667,43.710000,LBN,391,150.00
317.200000,45.203611,LBN,392,50.00
318.963750,44.042500,LBN,393,25.00
313.922917,47.392222,LBN,394,7.00
324.504583,40.059167,LBN,395,2.00
324.504167,40.142500,LBN,396,2.00
324.755417,40.026667,LBN,397,2.00
324.755417,40.060000,LBN,398,2.00
324.502917,40.359167,LBN,399,2.00
320.220417,43.713056,LBN,400,90.00
320.724167,43.381389,LBN,401,100.00
319.966250,44.212500,LBN,402,60.00
314.417917,48.244167,LBN,403,5.00
320.967083,44.715556,LBN,404,90.00
325.497500,42.228611,LBN,405,270.00
251.428750,60.244167,LBN,406,120.00
323.981250,44.224444,LBN,407,120.00
315.657083,50.198333,LBN,408,2.00
315.908750,50.115833,LBN,409,2.00
316.917083,49.619167,LBN,410,2.00
316.412500,49.917500,LBN,411,2.00
315.907917,50.249167,LBN,412,2.00
252.665833,60.750000,LBN,413,40.00
325.485833,44.428611,LBN,414,15.00
251.405833,61.410833,LBN,415,210.00
322.453750,47.720000,LBN,416,80.00
321.444167,48.550278,LBN,417,30.00
344.356250,24.267778,LBN,418,200.00
348.120417,19.272222,LBN,419,180.00
331.266667,42.743611,LBN,420,190.00
323.943750,50.224444,LBN,421,30.00
312.578333,56.771111,LBN,422,15.00
324.445000,50.359167,LBN,423,12.00
328.482917,47.236667,LBN,424,10.00
333.021250,43.247500,LBN,425,270.00
325.198333,50.394722,LBN,426,90.00
347.614167,23.605000,LBN,427,20.00
338.057917,38.257778,LBN,428,110.00
337.553750,39.090000,LBN,429,100.00
337.804583,39.090556,LBN,430,50.00
347.110833,25.437778,LBN,431,50.00
335.535417,42.252778,LBN,432,270.00
339.312917,38.093333,LBN,433,120.00
355.637083,9.277500,LBN,434,80.00
340.067083,37.594444,LBN,435,20.00
322.150833,54.552500,LBN,436,1.00
338.050833,40.591111,LBN,437,75.00
340.317500,37.761667,LBN,438,30.00
346.354167,28.603611,LBN,439,28.00
341.071250,37.262778,LBN,440,10.00
315.811250,59.549167,LBN,441,1.00
339.555417,41.093611,LBN,442,110.00
323.144167,55.888889,LBN,443,1.00
304.676250,63.824722,LBN,444,10.00
317.826250,59.289167,LBN,445,60.00
319.343750,58.593889,LBN,446,12.00
303.660000,64.320556,LBN,447,10.00
340.055833,41.594444,LBN,448,42.00
317.821250,59.705833,LBN,449,150.00
340.555833,42.261944,LBN,450,290.00
323.631667,57.473611,LBN,451,12.00
323.884167,57.390833,LBN,452,14.00
318.820833,60.208889,LBN,453,100.00
341.812500,41.763889,LBN,454,180.00
324.887083,57.727222,LBN,455,150.00
324.881250,58.310556,LBN,456,10.00
326.141667,58.063889,LBN,457,90.00
343.570000,41.600000,LBN,458,80.00
303.839167,67.321389,LBN,459,160.00
344.323750,41.267500,LBN,460,35.00
343.315000,43.099444,LBN,461,60.00
343.818333,42.600278,LBN,462,30.00
344.574167,41.601389,LBN,463,50.00
292.940833,69.941944,LBN,464,70.00
290.918333,70.266111,LBN,465,90.00
352.871250,28.609444,LBN,466,20.00
350.609583,33.774444,LBN,467,15.00
310.623750,67.847778,LBN,468,60.00
294.409583,70.948611,LBN,469,60.00
351.614167,32.275278,LBN,470,240.00
334.713333,56.084444,LBN,471,30.00
320.010000,64.879444,LBN,472,30.00
334.965833,55.918333,LBN,473,80.00
331.927083,58.411667,LBN,474,45.00
313.911667,67.359444,LBN,475,150.00
322.034167,64.385556,LBN,476,80.00
347.084167,41.771111,LBN,477,40.00
346.076250,43.436389,LBN,478,30.00
333.190000,57.914722,LBN,479,45.00
350.607500,35.274444,LBN,480,90.00
292.369583,71.606111,LBN,481,80.00
331.160000,59.743333,LBN,482,20.00
312.882917,68.189167,LBN,483,20.00
353.873333,29.110000,LBN,484,60.00
333.181250,58.998056,LBN,485,10.00
334.190000,58.816667,LBN,486,20.00
315.404167,68.198056,LBN,487,10.00
332.415000,60.246111,LBN,488,23.00
334.187083,59.166667,LBN,489,8.00
334.186250,59.250000,LBN,490,190.00
334.438333,59.250556,LBN,491,13.00
335.198333,58.668889,LBN,492,22.00
335.197500,58.752222,LBN,493,5.00
332.405417,61.246111,LBN,494,100.00
318.929167,68.459444,LBN,495,12.00
333.663750,61.415556,LBN,496,4.00
325.536667,66.062500,LBN,497,2.00
329.090000,64.571667,LBN,498,120.00
350.850417,41.607778,LBN,499,20.00
333.647083,63.082222,LBN,500,7.00
339.732917,58.427500,LBN,501,25.00
339.985833,58.227778,LBN,502,10.00
352.358750,40.025556,LBN,503,30.00
324.236250,68.142222,LBN,504,2.00
334.655417,63.084444,LBN,505,35.00
341.246667,57.929722,LBN,506,83.00
352.608750,40.775833,LBN,507,60.00
335.667917,62.703056,LBN,508,1.00
337.190417,61.589444,LBN,509,5.00
337.190000,61.672778,LBN,510,3.00
341.750000,58.013889,LBN,511,25.00
341.235417,59.829722,LBN,512,10.00
342.500417,58.931667,LBN,513,50.00
342.495000,59.898333,LBN,514,3.00
325.192500,70.561667,LBN,515,35.00
344.014167,58.517222,LBN,516,2.00
345.783750,57.102778,LBN,517,30.00
344.768750,58.751667,LBN,518,5.00
344.768750,58.785000,LBN,519,2.00
337.914583,65.090833,LBN,520,35.00
342.738750,61.265556,LBN,521,55.00
341.723750,62.263889,LBN,522,540.00
337.910833,65.457500,LBN,523,15.00
343.237500,62.182778,LBN,524,4.00
2.144167,21.111667,LBN,525,30.00
338.401667,66.758333,LBN,526,50.00
343.991250,62.600556,LBN,527,14.00
331.255000,70.910278,LBN,528,120.00
344.244583,62.434167,LBN,529,50.00
2.645000,20.611389,LBN,530,25.00
333.292500,70.265000,LBN,531,10.00
337.107083,69.089444,LBN,532,20.00
348.544167,59.772500,LBN,533,27.00
355.112083,48.777222,LBN,534,90.00
330.192917,72.908056,LBN,535,155.00
348.796250,59.772778,LBN,536,80.00
348.795417,59.939444,LBN,537,3.00
335.050417,71.001944,LBN,538,10.00
338.877917,69.092500,LBN,539,2.00
349.046250,60.273056,LBN,540,60.00
332.221250,72.879444,LBN,541,5.00
348.537083,61.489167,LBN,542,8.00
349.042917,61.106389,LBN,543,7.00
349.549167,60.606667,LBN,544,20.00
318.598750,77.042222,LBN,545,5.00
332.207917,73.379444,LBN,546,10.00
349.292500,61.773333,LBN,547,90.00
350.051250,61.190556,LBN,548,15.00
350.051250,61.190556,LBN,549,30.00
314.704583,78.196389,LBN,550,140.00
348.017083,64.605278,LBN,551,100.00
314.415000,78.611944,LBN,552,35.00
324.958333,76.944722,LBN,553,5.00
354.598333,56.960278,LBN,554,5.00
314.615417,79.196111,LBN,555,145.00
5.399583,19.943889,LBN,556,60.00
353.330833,60.776389,LBN,557,18.00
335.199583,75.252500,LBN,558,135.00
359.134167,49.611667,LBN,559,15.00
359.385417,49.778333,LBN,560,140.00
359.888333,48.478333,LBN,561,15.00
357.622083,54.944722,LBN,562,110.00
359.385000,50.695000,LBN,563,60.00
0.391250,48.611667,LBN,564,70.00
354.841250,61.926944,LBN,565,8.00
355.600000,60.910833,LBN,566,10.00
335.086250,78.168889,LBN,567,27.00
358.122083,60.444722,LBN,568,5.00
328.032917,80.403056,LBN,569,70.00
7.402083,18.443056,LBN,570,80.00
358.374167,60.478056,LBN,571,5.00
295.937500,83.625278,LBN,572,180.00
348.445000,73.939167,LBN,573,30.00
7.902500,17.942500,LBN,574,40.00
350.476667,74.107500,LBN,575,40.00
359.634583,62.278333,LBN,576,30.00
0.391250,64.661667,LBN,577,20.00
2.659167,58.778056,LBN,578,5.00
308.210833,85.008889,LBN,579,80.00
0.138750,67.445000,LBN,580,10.00
0.391667,67.195000,LBN,581,20.00
0.644583,67.278333,LBN,582,180.00
0.644583,67.278333,LBN,583,120.00
0.897083,66.945000,LBN,584,35.00
1.655000,65.628333,LBN,585,1.00
0.897500,67.445000,LBN,586,35.00
0.644583,68.611667,LBN,587,95.00
1.402917,67.111667,LBN,588,25.00
0.897917,68.611667,LBN,589,20.00
0.896667,65.611667,LBN,590,2.00
5.180000,59.277222,LBN,591,6.00
5.184167,61.777222,LBN,592,20.00
5.688750,61.777222,LBN,593,25.00
7.190833,56.693056,LBN,594,2.00
7.442917,56.742778,LBN,595,2.00
6.705000,64.610000,LBN,596,1.00
7.947500,57.275833,LBN,597,12.00
356.786250,80.944444,LBN,598,15.00
8.449167,56.275556,LBN,599,60.00
9.695000,50.274722,LBN,600,7.00
56.285833,32.322778,LBN,601,2.00
8.747917,69.441944,LBN,602,2.00
10.705000,52.273889,LBN,603,85.00
10.986250,61.940278,LBN,604,5.00
11.469167,55.773056,LBN,605,180.00
342.362500,88.767222,LBN,606,140.00
11.727917,57.939444,LBN,607,60.00
12.211667,51.272500,LBN,608,10.00
12.210833,51.022500,LBN,609,20.00
12.223750,55.605833,LBN,610,7.00
12.229167,57.272500,LBN,611,10.00
12.461667,50.688889,LBN,612,13.00
12.461667,50.772222,LBN,613,3.00
12.769583,65.271944,LBN,614,15.00
12.981667,56.438333,LBN,615,23.00
13.234167,56.604722,LBN,616,35.00
16.767917,86.267778,LBN,617,450.00
13.530417,65.771111,LBN,618,45.00
13.433750,34.604444,LBN,619,110.00
14.260833,61.103611,LBN,620,10.00
14.240833,56.486944,LBN,621,2.00
14.764583,60.936389,LBN,622,10.00
14.764583,60.936389,LBN,623,120.00
16.905000,73.516944,LBN,624,6.00
15.269583,61.102222,LBN,625,60.00
20.961667,73.260833,LBN,626,150.00
166.338750,84.230278,LBN,627,280.00
66.642083,85.952778,LBN,628,13.00
163.889167,83.733611,LBN,629,75.00
20.821250,61.844167,LBN,630,3.00
59.627500,85.147778,LBN,631,80.00
71.147083,85.098333,LBN,632,105.00
22.560417,58.374444,LBN,633,10.00
36.257917,75.392778,LBN,634,23.00
37.181667,73.056667,LBN,635,10.00
37.434583,73.056111,LBN,636,8.00
26.065833,55.584167,LBN,637,35.00
26.314167,55.083611,LBN,638,30.00
18.917083,16.597222,LBN,639,25.00
27.311667,53.748333,LBN,640,35.00
32.927083,62.568056,LBN,641,35.00
35.186250,61.895556,LBN,642,25.00
42.872917,68.872500,LBN,643,3.00
20.670417,17.261111,LBN,644,270.00
36.446250,61.975278,LBN,645,12.00
36.701667,62.224444,LBN,646,13.00
36.951250,62.057222,LBN,647,20.00
37.205000,62.223056,LBN,648,120.00
35.415000,59.928056,LBN,649,2.00
36.692917,61.557778,LBN,650,35.00
53.873333,73.166667,LBN,651,210.00
42.548333,65.540000,LBN,652,35.00
34.113333,55.398333,LBN,653,10.00
38.450833,61.219444,LBN,654,60.00
38.448750,61.052778,LBN,655,80.00
38.190833,60.553611,LBN,656,55.00
38.190000,60.470278,LBN,657,15.00
40.212917,61.214167,LBN,658,100.00
39.186667,59.633889,LBN,659,2.00
41.985000,61.941667,LBN,660,3.00
41.985000,61.925000,LBN,661,1.00
41.984167,61.875000,LBN,662,2.00
39.940833,59.581389,LBN,663,1.00
42.744167,62.206111,LBN,664,6.00
40.443750,59.563333,LBN,665,2.00
35.333750,50.561667,LBN,666,24.00
