# Principal Galaxy Catalogue — RC3 subset (de Vaucouleurs et al. 1991)
# Source: VizieR catalog VII/155 — https://vizier.cds.unistra.fr/viz-bin/VizieR?-source=VII/155
# Coordinates are ICRS (J2000). size is D25 (major axis at 25 mag/arcsec²) in arcminutes,
# converted from logD25 (log10 of D25 in 0.1 arcmin): size = 10^D25 * 0.1.
# magnitude is total B magnitude (BT).
ra,dec,catalog,catalog_id,size,magnitude
33.459167,31.866944,PGC,8541,0.00,
33.452500,16.796944,PGC,8543,0.95,
33.517500,16.455556,PGC,8556,1.91,
33.515417,27.877222,PGC,8557,2.63,13.30
33.524167,5.175556,PGC,8562,0.83,14.70
33.552083,-31.148889,PGC,8568,1.45,
33.552917,23.625278,PGC,8569,0.00,
33.552917,-54.685556,PGC,8570,1.05,
33.571667,7.588056,PGC,8571,1.23,
33.565417,-32.053889,PGC,8573,1.07,
33.550000,50.000000,PGC,8574,1.10,
33.598333,7.861111,PGC,8575,1.10,
33.611667,-7.358056,PGC,8581,2.29,
33.613750,1.475278,PGC,8582,1.05,
33.640417,-0.766667,PGC,8586,1.07,
33.642500,37.408056,PGC,8587,2.00,
33.702917,-24.849444,PGC,8598,0.83,
33.711250,31.471389,PGC,8599,1.32,
33.738333,-20.211111,PGC,8602,2.04,
33.768333,32.725000,PGC,8609,1.32,
33.820000,18.317500,PGC,8617,1.02,
33.800000,18.666667,PGC,8618,1.00,
33.800000,49.850000,PGC,8621,1.66,
33.835417,22.000556,PGC,8624,1.82,
33.850000,-4.016667,PGC,8628,1.82,
33.857917,-17.781389,PGC,8629,1.48,
33.864167,6.001389,PGC,8631,4.68,11.40
33.900000,1.650000,PGC,8635,0.85,
33.909583,35.523333,PGC,8636,1.26,
33.925000,15.383333,PGC,8641,0.89,
33.925000,25.200000,PGC,8642,1.07,
33.957083,-28.375000,PGC,8648,0.78,
33.959583,-31.201667,PGC,8649,2.57,12.34
33.963333,35.913333,PGC,8652,1.51,
33.975000,1.781667,PGC,8653,1.29,
33.975417,42.824167,PGC,8654,1.23,
33.994583,-0.714722,PGC,8659,1.29,
34.007083,-23.305278,PGC,8663,0.93,
34.012917,-20.486667,PGC,8666,1.62,
34.040833,23.645556,PGC,8671,0.78,
34.025000,18.300000,PGC,8672,1.10,
34.044583,-11.926111,PGC,8673,2.19,
34.049583,42.821944,PGC,8674,1.15,
37.650000,50.133333,PGC,9557,1.10,
34.053750,32.649444,PGC,8676,1.70,14.00
34.063333,28.600278,PGC,8678,1.55,
34.087083,24.886944,PGC,8681,1.55,
34.097917,31.999722,PGC,8685,1.32,
34.124167,-75.530556,PGC,8688,1.29,
34.134583,28.206944,PGC,8691,1.10,
34.135000,-11.349167,PGC,8692,1.58,
34.153750,26.347222,PGC,8695,0.00,
34.189583,-47.820833,PGC,8699,1.48,
34.200000,11.783333,PGC,8706,0.93,
34.224583,2.203056,PGC,8707,1.12,
34.232083,30.933889,PGC,8708,0.87,
34.262500,5.292222,PGC,8714,0.00,
34.270833,1.244167,PGC,8718,1.15,
34.293750,14.548889,PGC,8722,1.23,14.20
34.299167,1.705833,PGC,8725,0.32,
34.300000,-5.433333,PGC,8726,1.32,
34.305833,30.585556,PGC,8729,0.42,
34.346250,38.413889,PGC,8737,0.79,
34.350000,14.566667,PGC,8739,1.10,
34.366250,-59.863056,PGC,8743,1.12,
34.378750,-22.894444,PGC,8746,1.32,
34.375000,-11.683333,PGC,8748,1.07,
34.391667,29.521111,PGC,8750,0.42,
34.400000,12.500000,PGC,8752,1.05,
34.425000,12.466667,PGC,8758,1.00,
34.463750,32.396389,PGC,8766,2.19,
34.472500,14.521111,PGC,8770,2.09,
34.477083,-23.383056,PGC,8771,0.76,
34.477500,-34.803056,PGC,8772,1.29,
34.486667,-76.080556,PGC,8773,1.62,
34.494583,14.547222,PGC,8775,2.40,12.58
34.498750,35.762222,PGC,8777,1.10,
34.501667,31.882500,PGC,8778,0.00,
34.510417,-47.538333,PGC,8780,1.12,14.40
34.521667,38.077222,PGC,8782,1.05,
34.547500,37.095833,PGC,8786,1.00,
34.550000,13.200000,PGC,8788,1.48,
34.575000,37.900000,PGC,8798,1.58,
34.609583,5.651389,PGC,8802,1.51,
34.613750,38.023889,PGC,8804,1.00,
34.654583,-61.062222,PGC,8809,0.95,
34.662500,-6.904444,PGC,8813,1.20,
34.678750,35.462778,PGC,8820,1.32,
34.683333,30.502500,PGC,8821,0.91,
34.689167,-6.640000,PGC,8822,2.24,13.23
34.712917,33.725000,PGC,8829,1.20,
34.700000,38.683333,PGC,8832,1.00,
34.733333,-66.040833,PGC,8835,1.00,
34.735833,40.564167,PGC,8836,1.78,
34.738333,4.814722,PGC,8838,1.29,
34.772083,-6.791944,PGC,8841,1.70,
34.778750,-41.748889,PGC,8843,1.05,
34.775000,42.733333,PGC,8844,1.58,
34.775000,44.116667,PGC,8846,1.38,
34.800000,36.666667,PGC,8849,1.10,
34.811250,-18.932222,PGC,8851,2.19,
34.822083,33.805000,PGC,8853,0.89,
34.862083,-50.852500,PGC,8860,1.23,
34.878333,37.111667,PGC,8866,1.00,
34.886250,-16.070278,PGC,8868,1.95,
34.905000,-37.819167,PGC,8871,2.75,
34.910000,37.936389,PGC,8873,1.35,
34.900000,15.800000,PGC,8874,1.23,
34.921250,-0.256389,PGC,8876,1.15,
34.925000,36.616667,PGC,8877,1.10,
34.932917,-43.251111,PGC,8878,1.45,
34.970417,29.036389,PGC,8882,1.74,
34.973333,28.247222,PGC,8884,0.91,
34.975000,1.933333,PGC,8887,1.00,
34.996250,-41.404444,PGC,8888,1.35,
35.022083,37.911389,PGC,8894,1.00,
35.029583,-19.751111,PGC,8896,2.45,
35.035833,-37.321389,PGC,8898,1.07,
35.075000,35.900000,PGC,8902,0.91,
35.082917,8.038056,PGC,8904,1.00,
35.096250,40.791944,PGC,8906,1.07,
35.119167,31.683611,PGC,8908,0.74,
35.122083,-33.579722,PGC,8909,0.62,
35.122083,6.810833,PGC,8913,2.40,
35.150000,48.433333,PGC,8918,1.17,
35.227500,0.556944,PGC,8929,0.95,
35.242083,38.657500,PGC,8932,1.32,
35.252917,33.361667,PGC,8934,1.10,
35.257500,-31.941944,PGC,8936,1.23,
35.276250,23.595833,PGC,8941,1.02,
35.277500,48.960556,PGC,8942,1.58,
35.279583,-33.721389,PGC,8944,2.14,12.79
35.275000,42.766667,PGC,8947,1.55,
35.300417,-42.001944,PGC,8949,1.32,
35.300000,13.716667,PGC,8950,0.85,
35.327083,-34.318889,PGC,8953,1.45,14.90
35.325000,25.400000,PGC,8954,0.95,
35.351250,16.565833,PGC,8956,2.51,
35.370000,39.375278,PGC,8961,2.19,
35.371667,-4.411944,PGC,8962,1.38,
35.377917,15.761111,PGC,8963,0.93,
35.375000,14.200000,PGC,8964,2.45,
35.384583,31.043333,PGC,8968,1.12,
35.385000,32.545278,PGC,8969,1.20,
35.385833,39.356667,PGC,8970,1.48,
35.375000,16.366667,PGC,8972,0.91,
35.402500,-5.521667,PGC,8974,3.63,12.26
35.403750,-33.808889,PGC,8975,1.26,
35.413750,6.760278,PGC,8977,1.00,
35.400000,0.250000,PGC,8979,0.85,
35.420417,-27.279167,PGC,8980,1.35,
35.425000,16.866667,PGC,8982,1.17,
35.442083,33.021944,PGC,8984,1.78,
35.447500,-10.023333,PGC,8986,1.15,
35.469583,-20.824444,PGC,8990,1.86,
35.496250,-37.455833,PGC,8995,1.48,
35.504583,33.265833,PGC,8997,2.51,12.20
35.504583,-20.739167,PGC,8998,1.17,
35.513333,-58.609444,PGC,9000,0.81,15.19
35.515833,32.235000,PGC,9002,0.87,
35.521250,33.946389,PGC,9004,1.10,
35.528333,-21.130833,PGC,9005,1.02,
35.530417,-48.565556,PGC,9006,1.48,
35.552500,28.734167,PGC,9011,1.23,
35.550000,-10.050000,PGC,9013,1.23,
35.564583,43.546944,PGC,9014,0.74,
35.575000,12.033333,PGC,9016,1.38,
35.597500,28.715278,PGC,9022,0.85,
35.625833,-0.618611,PGC,9028,2.04,
35.630000,43.064722,PGC,9029,1.07,
35.631250,47.850000,PGC,9030,2.45,
35.637917,42.346667,PGC,9031,13.49,10.81
35.668750,28.464722,PGC,9034,0.74,
35.670000,28.256389,PGC,9035,1.66,
35.675000,24.350000,PGC,9039,1.17,
35.697917,-41.371389,PGC,9041,1.12,13.02
35.700000,38.083333,PGC,9043,1.00,
35.718750,25.943611,PGC,9045,0.00,
35.727083,25.310278,PGC,9047,0.00,
35.743333,43.011667,PGC,9051,1.17,
35.753750,-40.180000,PGC,9053,1.20,
35.759167,-20.713333,PGC,9054,1.82,13.21
35.769167,-21.233333,PGC,9057,6.03,10.83
35.797500,41.368056,PGC,9060,0.00,
35.785417,41.372222,PGC,9062,1.55,
35.787083,24.745278,PGC,9064,0.00,
35.798333,42.991667,PGC,9067,3.02,
35.829167,32.188611,PGC,9071,0.41,
35.834583,41.951111,PGC,9073,1.95,
35.842083,32.197222,PGC,9074,0.58,
35.878750,27.324722,PGC,9076,0.00,
35.875000,26.500000,PGC,9079,1.07,
35.925000,27.150000,PGC,9086,1.20,
35.933750,-43.972222,PGC,9091,0.72,
35.965417,-21.025556,PGC,9098,0.93,
35.967917,25.543056,PGC,9099,0.78,
35.975000,27.483333,PGC,9102,1.10,
35.975000,-6.700000,PGC,9105,1.38,
36.000000,27.100000,PGC,9106,1.00,
36.025000,27.333333,PGC,9112,1.23,
36.032917,47.969444,PGC,9115,1.20,
36.050833,5.371389,PGC,9118,0.87,
36.075000,33.633333,PGC,9122,1.10,
36.079167,-79.925278,PGC,9123,0.91,
36.095000,-58.396111,PGC,9124,0.93,14.18
36.103333,-2.161389,PGC,9126,1.66,
36.100000,49.500000,PGC,9127,1.10,
36.117917,1.837778,PGC,9128,0.83,
36.123333,40.870000,PGC,9130,1.20,
36.123750,-58.434444,PGC,9132,1.74,
36.131250,31.615000,PGC,9134,2.34,
36.143333,33.169167,PGC,9136,1.20,
36.153750,28.608056,PGC,9139,0.00,
36.150000,-73.516667,PGC,9140,2.34,
36.167083,-19.141111,PGC,9141,1.15,
36.150000,25.550000,PGC,9143,1.38,
36.174583,30.817222,PGC,9145,1.00,
36.177917,25.531389,PGC,9147,0.55,
36.180833,-34.831111,PGC,9149,1.38,
36.185000,42.623056,PGC,9150,1.70,
36.221667,43.325000,PGC,9157,0.00,
36.244583,37.481944,PGC,9164,1.29,
36.246250,27.522778,PGC,9167,0.00,
36.225000,36.033333,PGC,9168,2.88,
36.250000,19.666667,PGC,9169,1.38,
36.251667,26.050556,PGC,9170,0.89,
36.265000,-24.789722,PGC,9172,1.95,12.45
36.250000,22.200000,PGC,9173,0.79,
36.280833,41.851667,PGC,9180,0.95,
36.292083,23.849444,PGC,9182,0.55,
36.302917,20.950833,PGC,9183,1.00,
36.315417,45.451667,PGC,9186,1.91,
36.316250,24.262222,PGC,9187,0.71,
36.317917,42.089722,PGC,9188,1.78,13.76
36.330000,-57.723333,PGC,9191,1.38,
36.345417,42.035556,PGC,9197,0.89,
36.325000,11.083333,PGC,9198,1.29,
36.350000,40.700000,PGC,9200,1.29,
36.361667,41.824167,PGC,9201,2.00,13.18
36.364167,37.174167,PGC,9202,0.00,
36.365833,-25.640000,PGC,9204,1.62,
36.366667,20.395556,PGC,9205,0.69,
36.375000,11.466667,PGC,9206,2.19,
36.375000,26.733333,PGC,9212,0.87,
36.409167,23.000000,PGC,9214,0.78,
36.409167,36.964167,PGC,9215,1.29,14.20
36.420833,24.967500,PGC,9219,0.00,
36.426667,41.956111,PGC,9221,1.70,
36.438750,37.231389,PGC,9225,1.32,
36.441250,24.776944,PGC,9227,0.00,
36.450000,27.400000,PGC,9233,0.87,
36.458333,-53.088611,PGC,9234,1.35,
36.460833,18.496944,PGC,9236,3.47,13.05
36.460833,-11.191111,PGC,9237,1.12,
36.470000,37.889722,PGC,9238,0.93,
36.485000,24.858056,PGC,9241,0.60,
36.489583,-24.713611,PGC,9243,1.00,
36.500833,-21.420278,PGC,9246,1.82,14.20
36.502083,39.470833,PGC,9247,3.72,
36.511250,30.172500,PGC,9251,1.05,
36.521250,42.143889,PGC,9253,1.82,
36.526250,28.997222,PGC,9254,0.89,
36.529583,-0.331111,PGC,9256,1.82,14.02
36.532083,31.911111,PGC,9258,1.66,
36.525000,26.050000,PGC,9260,1.10,
36.550000,27.600000,PGC,9262,1.12,
36.550000,12.450000,PGC,9263,0.89,
36.575000,27.200000,PGC,9267,1.23,
36.575000,-1.533333,PGC,9269,0.91,
36.586250,30.444722,PGC,9270,0.85,
36.586667,-44.445833,PGC,9271,1.20,
36.575000,-9.833333,PGC,9272,2.95,14.57
36.591250,-24.292222,PGC,9273,2.69,
36.596250,28.507222,PGC,9275,1.38,
36.600000,22.983333,PGC,9277,1.38,
36.600000,27.650000,PGC,9278,0.95,
36.618333,1.160833,PGC,9283,0.68,
36.624583,30.583889,PGC,9284,0.74,
36.637917,27.826389,PGC,9285,0.66,
36.637917,29.829722,PGC,9286,1.15,
36.640000,-15.847500,PGC,9287,1.35,
36.625000,37.400000,PGC,9288,1.32,
36.654583,12.153056,PGC,9292,1.23,
36.650000,22.750000,PGC,9293,1.29,
36.661250,50.045000,PGC,9294,1.00,
36.650000,37.150000,PGC,9295,1.00,
36.673750,-14.515833,PGC,9300,1.07,
36.692917,41.834444,PGC,9301,0.98,
36.694167,20.498611,PGC,9302,2.29,
36.725833,32.095278,PGC,9308,0.87,
36.727917,25.033611,PGC,9309,0.87,
36.733333,20.535000,PGC,9313,0.83,
36.738333,35.181389,PGC,9314,1.91,
36.750000,-2.700000,PGC,9321,1.17,
36.820000,-31.695556,PGC,9331,0.00,
36.820000,33.578056,PGC,9332,10.47,10.69
36.849167,-3.959722,PGC,9333,1.10,
36.825833,-12.086667,PGC,9334,1.02,
36.835833,-15.421389,PGC,9335,1.48,
36.856667,23.095000,PGC,9340,0.78,
36.857083,41.059722,PGC,9341,1.20,
36.850000,24.250000,PGC,9345,0.89,
36.850000,2.116667,PGC,9347,0.85,
36.882917,-43.475000,PGC,9349,0.98,
36.885417,25.668056,PGC,9351,1.17,
36.885833,-0.245556,PGC,9352,1.35,14.00
36.886667,-10.165556,PGC,9354,1.51,
36.894167,41.978056,PGC,9355,0.81,
36.902917,42.008056,PGC,9357,0.44,
36.906667,-1.154722,PGC,9359,4.68,11.12
36.909583,36.151111,PGC,9364,1.35,
36.922083,26.223611,PGC,9366,0.78,
36.925000,26.583333,PGC,9367,0.89,
36.923333,27.219444,PGC,9368,0.71,
36.940000,28.209722,PGC,9373,2.09,
36.925000,50.483333,PGC,9374,1.10,
36.957500,31.725833,PGC,9375,1.74,
36.965833,0.501111,PGC,9376,1.45,
36.966667,45.946944,PGC,9377,1.51,
36.970000,-50.711944,PGC,9378,1.12,
36.977500,20.332222,PGC,9379,1.91,
37.003750,21.801111,PGC,9382,0.66,
37.045417,19.599444,PGC,9388,1.74,
37.047083,-5.838611,PGC,9390,1.32,
37.050000,43.600000,PGC,9391,1.00,
37.050000,19.566667,PGC,9392,1.26,
37.052917,-1.346389,PGC,9394,1.66,
37.059167,23.923056,PGC,9396,0.00,
37.050000,23.216667,PGC,9398,1.35,
37.062500,31.312778,PGC,9399,3.89,
37.050000,26.300000,PGC,9402,0.93,
37.081667,29.455278,PGC,9405,0.30,
37.082500,-0.581389,PGC,9406,1.17,
37.085833,-42.762222,PGC,9407,0.60,14.00
37.086667,-31.882222,PGC,9408,1.32,14.70
37.100000,28.133333,PGC,9411,1.10,
37.100000,15.633333,PGC,9413,1.74,
37.115417,-1.151667,PGC,9414,2.63,12.93
37.124583,51.445556,PGC,9416,1.86,
37.136667,29.984722,PGC,9419,1.38,
37.137083,-19.040556,PGC,9420,2.04,13.18
37.138750,20.283333,PGC,9423,1.58,
37.155417,-10.539444,PGC,9426,2.40,12.79
37.164167,23.797778,PGC,9430,0.95,
37.189583,-10.514444,PGC,9431,1.48,
37.191667,45.970278,PGC,9432,1.15,
37.196250,-43.074167,PGC,9433,1.20,
37.204583,38.167222,PGC,9434,0.93,
37.217500,-41.402500,PGC,9438,1.62,13.50
37.200000,37.716667,PGC,9439,1.20,
37.200000,25.333333,PGC,9440,1.35,
37.238333,-22.350833,PGC,9442,1.02,
37.225000,0.366667,PGC,9445,1.17,
37.245417,28.144167,PGC,9447,1.38,
37.247917,-35.935833,PGC,9448,1.02,
37.250000,40.466667,PGC,9450,1.10,
37.275000,34.533333,PGC,9451,1.10,
37.281250,-30.997778,PGC,9452,1.15,
37.275000,45.066667,PGC,9453,1.10,
37.290000,-10.828611,PGC,9457,0.00,
37.292917,-10.836667,PGC,9458,0.00,
37.298750,-11.025556,PGC,9461,1.29,
37.300000,23.100000,PGC,9462,1.32,14.55
37.317083,-48.489722,PGC,9463,1.74,
37.323333,45.911111,PGC,9465,1.29,
37.345000,47.490833,PGC,9469,1.55,
37.325000,10.166667,PGC,9470,1.38,
37.346250,-42.984722,PGC,9472,1.05,
37.350000,20.216667,PGC,9475,1.55,
37.360000,31.470556,PGC,9476,1.20,
37.362500,-43.074722,PGC,9477,1.26,
37.364583,31.640000,PGC,9478,1.17,
37.367500,42.250000,PGC,9480,1.07,
37.367917,-39.583056,PGC,9481,1.35,
37.372083,-33.246389,PGC,9484,1.10,
37.381667,-3.211667,PGC,9485,1.26,
37.384583,-42.809722,PGC,9486,2.00,13.22
37.399167,-48.631389,PGC,9490,0.98,
37.425000,16.050000,PGC,9497,0.91,
37.453750,31.453611,PGC,9501,0.65,
37.456667,-49.910000,PGC,9502,0.93,16.01
37.458333,-42.961667,PGC,9504,1.20,
37.459167,29.741389,PGC,9505,1.38,
37.450000,9.850000,PGC,9509,1.10,
37.450000,25.250000,PGC,9510,2.34,
37.475000,1.166667,PGC,9514,1.05,
37.525000,28.633333,PGC,9516,1.00,
37.500000,45.166667,PGC,9517,1.00,
37.522083,-49.428611,PGC,9522,0.98,
37.522917,-8.998056,PGC,9523,0.68,
37.527917,38.101389,PGC,9524,1.58,
37.561667,33.131389,PGC,9526,1.02,
37.567500,-58.168889,PGC,9529,1.10,
37.550000,0.950000,PGC,9530,1.20,
37.590000,35.325833,PGC,9533,1.62,
37.600000,-10.733333,PGC,9539,2.04,14.31
37.600000,8.700000,PGC,9543,1.00,
37.620000,-43.026944,PGC,9544,2.19,13.46
37.637917,30.873889,PGC,9548,0.63,
37.640000,-1.107222,PGC,9549,2.75,12.93
37.640417,32.175833,PGC,9550,1.20,
37.649167,-31.596944,PGC,9551,1.62,
37.658333,27.156667,PGC,9554,0.69,
37.658750,-34.263889,PGC,9555,1.32,
37.660417,42.232778,PGC,9556,1.45,
37.673750,-3.812222,PGC,9559,3.47,
37.678750,-2.939167,PGC,9560,2.88,12.89
37.703750,37.135833,PGC,9566,2.40,12.40
37.704583,-34.220556,PGC,9567,1.20,
37.710833,26.196111,PGC,9570,0.66,
37.720833,25.404444,PGC,9573,0.55,
37.750000,43.350000,PGC,9577,1.10,
37.753333,-44.425833,PGC,9578,1.10,
37.767083,27.698889,PGC,9579,1.17,
37.768750,-19.332500,PGC,9580,1.20,
37.770000,-57.796111,PGC,9581,1.32,
37.775417,-36.034167,PGC,9582,2.04,
37.789583,-57.917778,PGC,9585,1.10,
37.791250,29.588333,PGC,9586,0.00,
37.797500,1.265833,PGC,9588,1.70,
37.806250,43.339167,PGC,9589,0.76,
37.810000,40.390556,PGC,9590,0.98,
37.840833,43.465833,PGC,9595,0.00,
37.825000,1.333333,PGC,9598,1.55,
37.825000,42.916667,PGC,9599,1.00,
37.849167,-57.757778,PGC,9600,1.00,
37.861667,-17.652778,PGC,9602,0.98,
37.869167,-34.912778,PGC,9604,1.35,
37.900000,2.816667,PGC,9610,0.00,
37.907917,-0.139167,PGC,9613,0.63,
37.910417,-44.524722,PGC,9614,1.17,
37.900000,22.900000,PGC,9616,0.95,
37.900000,0.300000,PGC,9617,1.07,
37.917083,39.378889,PGC,9618,2.34,
37.922500,-9.300278,PGC,9621,1.17,
37.945833,-19.881389,PGC,9626,1.00,
37.950000,5.616667,PGC,9631,1.29,
37.963750,-36.671389,PGC,9634,1.45,
37.975000,19.133333,PGC,9638,3.09,
37.990833,1.245833,PGC,9642,1.91,
37.975000,0.900000,PGC,9643,1.20,
37.998750,23.753611,PGC,9645,0.78,
38.000000,-13.316667,PGC,9646,1.41,
38.030417,-1.361389,PGC,9648,1.32,
38.025000,9.716667,PGC,9650,1.10,
38.054167,-17.216667,PGC,9654,1.58,
38.064583,43.455278,PGC,9655,1.23,
38.075000,-35.030000,PGC,9658,1.58,
38.092083,-52.505278,PGC,9662,0.78,
38.094583,42.198889,PGC,9663,1.41,
38.099167,-58.020278,PGC,9664,1.17,
38.100000,35.495000,PGC,9665,2.34,12.95
38.103750,-18.640000,PGC,9666,1.02,
38.133333,31.608889,PGC,9669,0.66,
38.150000,21.016667,PGC,9675,1.07,
38.159167,31.564167,PGC,9676,1.20,
38.162917,0.618056,PGC,9680,0.56,
38.166250,42.428611,PGC,9683,0.85,
38.166667,0.260000,PGC,9684,1.29,
38.169167,-39.297222,PGC,9685,1.78,13.97
38.200000,5.700000,PGC,9697,1.10,
38.210833,20.643889,PGC,9698,0.41,14.90
38.223750,19.258611,PGC,9699,0.89,
38.225000,38.666667,PGC,9702,2.04,15.65
38.228750,25.093889,PGC,9703,0.55,
38.225000,34.866667,PGC,9704,1.29,
38.234583,28.819722,PGC,9705,2.29,
38.225000,23.333333,PGC,9707,1.38,
38.257083,0.421111,PGC,9711,1.00,
38.264583,-10.760000,PGC,9713,1.95,
38.275000,8.916667,PGC,9717,1.38,
38.316250,-11.745556,PGC,9721,1.70,
38.321667,32.746667,PGC,9724,0.41,
38.300000,25.500000,PGC,9725,1.35,
38.325417,33.490556,PGC,9726,1.66,13.90
38.325000,27.300000,PGC,9727,1.38,
38.325000,22.383333,PGC,9729,1.32,
38.325000,22.750000,PGC,9730,1.00,
38.345833,9.602222,PGC,9735,1.07,
38.350000,20.266667,PGC,9736,1.20,
38.350000,20.583333,PGC,9738,1.17,
38.356250,-43.519167,PGC,9740,0.78,
38.365833,22.160000,PGC,9741,0.00,
38.392500,-39.045278,PGC,9747,3.89,11.64
38.405417,32.536944,PGC,9751,0.89,
38.400000,6.466667,PGC,9753,1.15,
38.428750,37.666389,PGC,9758,1.35,
38.429167,40.528333,PGC,9759,2.51,13.70
38.435000,-38.874444,PGC,9761,0.63,
38.446250,30.189444,PGC,9763,1.00,
38.450000,0.916667,PGC,9765,0.81,
38.450000,9.633333,PGC,9767,1.20,
38.493750,44.345000,PGC,9773,1.74,
38.475000,-6.350000,PGC,9774,1.58,
38.498333,20.976667,PGC,9776,1.48,13.26
38.522083,1.351944,PGC,9778,1.58,
38.526250,34.479722,PGC,9779,3.63,
38.533333,32.947500,PGC,9781,1.70,
38.525000,40.516667,PGC,9784,1.00,
38.550000,2.616667,PGC,9785,0.89,
38.555417,29.311667,PGC,9788,3.31,12.27
38.565000,30.004722,PGC,9790,1.15,
38.583333,32.429167,PGC,9794,1.66,
38.584167,32.505556,PGC,9795,3.72,
38.598750,45.002778,PGC,9799,0.91,
38.602500,-10.844444,PGC,9800,2.88,
38.607917,32.954444,PGC,9802,2.45,
38.608333,-32.581667,PGC,9803,1.91,
38.609167,25.268611,PGC,9805,1.38,
38.622500,29.751389,PGC,9808,2.04,15.04
38.637500,33.941944,PGC,9811,1.45,
38.625000,1.350000,PGC,9813,0.89,
38.625000,37.150000,PGC,9814,1.29,
38.655833,-8.785556,PGC,9817,0.95,14.01
38.661250,44.912778,PGC,9818,1.00,
38.678333,23.412778,PGC,9819,3.02,
38.696250,32.845833,PGC,9821,2.00,
38.701250,-7.683333,PGC,9822,1.15,
38.722500,41.118611,PGC,9825,1.17,
38.724583,-13.659167,PGC,9826,1.95,
38.764167,41.357222,PGC,9827,1.23,
38.775000,20.850000,PGC,9828,2.04,
38.828333,40.926389,PGC,9831,1.70,
38.840833,-25.528889,PGC,9832,0.91,
38.844583,37.486111,PGC,9834,0.71,
38.845000,12.838611,PGC,9835,1.66,
38.850000,19.933333,PGC,9837,1.17,
38.853333,40.869722,PGC,9838,1.51,
38.862083,-48.209167,PGC,9839,0.95,
38.872917,37.518889,PGC,9841,1.95,
38.873750,-9.359722,PGC,9843,4.57,11.38
38.886250,-7.155556,PGC,9846,2.69,
38.875000,40.916667,PGC,9849,1.10,
38.900000,-12.266667,PGC,9851,1.70,
38.906667,37.641944,PGC,9852,2.34,
38.900000,6.266667,PGC,9854,1.15,
38.925000,-5.416667,PGC,9856,1.26,
38.925000,11.466667,PGC,9857,1.10,
38.936250,-13.655556,PGC,9861,1.62,
39.004583,0.419444,PGC,9869,2.19,
39.018750,42.420556,PGC,9873,1.45,
39.000000,1.550000,PGC,9875,1.02,
39.037917,-50.324722,PGC,9879,0.91,
39.025000,-0.683333,PGC,9880,1.00,
39.025000,23.900000,PGC,9881,1.70,14.66
39.047500,34.594444,PGC,9882,0.89,
39.050000,14.083333,PGC,9885,1.00,
39.067917,25.424722,PGC,9888,5.37,13.69
39.076667,11.641389,PGC,9890,1.82,13.48
39.082917,-54.865000,PGC,9891,0.93,13.84
39.151250,59.655833,PGC,9892,0.60,11.40
39.098750,0.707222,PGC,9894,1.41,
39.099583,31.711389,PGC,9895,0.55,
39.116250,38.970000,PGC,9899,4.57,11.80
39.127083,32.715833,PGC,9901,1.58,
39.133333,31.597222,PGC,9902,0.98,
39.125000,7.300000,PGC,9904,3.16,
39.157917,34.607778,PGC,9906,0.85,
39.162083,-54.860278,PGC,9907,1.95,13.38
39.191667,2.049722,PGC,9910,0.93,
39.206667,33.327500,PGC,9911,1.35,
39.214583,36.112500,PGC,9912,2.00,
39.225000,11.066667,PGC,9915,1.10,
39.225000,5.450000,PGC,9917,1.00,
39.238333,-29.191944,PGC,9921,1.15,
39.244583,-5.349444,PGC,9923,1.26,
39.300000,19.933333,PGC,9931,1.17,
39.300000,21.550000,PGC,9933,1.23,
39.356667,21.098611,PGC,9938,0.87,
39.350000,23.283333,PGC,9939,0.89,
39.377083,33.631667,PGC,9941,1.02,
39.365833,21.140278,PGC,9944,0.18,15.60
39.401667,-32.925833,PGC,9951,2.00,
39.406250,42.635833,PGC,9952,1.82,
39.417500,34.431944,PGC,9958,1.17,14.20
39.420417,-15.788611,PGC,9960,1.32,
39.424167,1.974444,PGC,9961,1.38,13.71
39.437917,-61.341111,PGC,9962,4.90,
39.450000,-1.683333,PGC,9965,1.17,
39.475833,2.327222,PGC,9969,1.10,
39.480833,2.079167,PGC,9970,0.81,
39.488333,34.245556,PGC,9972,1.55,
39.495000,-1.843333,PGC,9973,1.66,14.20
39.475000,1.666667,PGC,9974,1.41,
39.496667,-79.192222,PGC,9975,1.15,
39.500000,42.550000,PGC,9977,1.29,
39.500000,38.133333,PGC,9978,1.00,
39.514583,-33.706111,PGC,9979,0.81,
39.500000,1.366667,PGC,9981,1.26,
39.522083,41.789722,PGC,9983,1.51,
39.543333,-9.545278,PGC,9986,1.02,
39.546667,-20.166111,PGC,9987,1.55,13.87
39.548333,-1.317778,PGC,9988,2.63,
39.548750,30.847500,PGC,9989,1.41,
39.580000,2.309444,PGC,9995,1.41,
39.575000,33.183333,PGC,9996,1.00,
39.582083,2.118056,PGC,9997,2.40,12.61
