# Principal Galaxy Catalogue — RC3 subset (de Vaucouleurs et al. 1991)
# Source: VizieR catalog VII/155 — https://vizier.cds.unistra.fr/viz-bin/VizieR?-source=VII/155
# Coordinates are ICRS (J2000). size is D25 (major axis at 25 mag/arcsec²) in arcminutes,
# converted from logD25 (log10 of D25 in 0.1 arcmin): size = 10^D25 * 0.1.
# magnitude is total B magnitude (BT).
ra,dec,catalog,catalog_id,size,magnitude
14.650000,45.016667,PGC,3503,1.00,
14.666667,-45.200278,PGC,3505,1.20,
14.675000,12.750000,PGC,3508,0.95,
14.693333,-20.840278,PGC,3510,0.85,
14.703333,0.588056,PGC,3512,0.89,
14.700000,12.983333,PGC,3513,1.82,14.00
14.708333,-35.115278,PGC,3514,1.17,
14.727917,-25.770278,PGC,3523,0.74,
14.742083,-18.743611,PGC,3526,2.95,
14.755000,23.852222,PGC,3527,0.85,
14.760000,48.018056,PGC,3528,1.91,
14.767083,1.001389,PGC,3530,0.00,16.58
14.777917,-86.286111,PGC,3533,1.55,
14.825000,6.920833,PGC,3541,0.00,
14.827083,-20.578889,PGC,3543,1.20,
14.834583,-18.235556,PGC,3544,1.12,
14.846667,23.984167,PGC,3546,0.00,
14.848333,-4.804167,PGC,3547,2.09,
14.851250,-34.328889,PGC,3549,2.04,
14.872500,-36.187222,PGC,3554,1.38,
14.884167,31.800000,PGC,3555,0.00,
14.875000,-12.433333,PGC,3557,1.10,
14.912500,18.843056,PGC,3558,1.26,
14.900833,35.559722,PGC,3559,1.48,
14.913750,-18.302778,PGC,3562,1.51,
14.915000,15.332222,PGC,3563,0.93,
14.918750,29.338056,PGC,3564,0.00,
14.955417,18.007778,PGC,3565,0.91,
14.925000,0.933333,PGC,3566,0.95,
14.947500,-40.332222,PGC,3567,1.41,
14.950000,14.733333,PGC,3569,1.17,
14.958333,-7.578056,PGC,3572,2.88,12.06
14.970000,31.826667,PGC,3575,0.00,
15.000417,-68.127500,PGC,3579,1.35,
15.017500,-11.083056,PGC,3584,1.48,
15.039167,-33.709167,PGC,3589,39.81,10.50
15.046667,18.282778,PGC,3598,1.02,
15.117500,47.995278,PGC,3603,1.05,14.20
15.136250,30.796944,PGC,3606,0.95,14.94
15.143750,-57.750833,PGC,3608,0.58,
15.150833,30.668333,PGC,3611,1.86,13.67
15.159167,-7.981111,PGC,3613,1.26,
15.150000,-1.683333,PGC,3614,0.85,
15.164583,30.126667,PGC,3615,0.52,
15.190833,-9.185556,PGC,3620,1.12,
15.206667,-85.523333,PGC,3629,1.66,
15.215417,-53.244167,PGC,3632,0.83,
15.232500,47.680833,PGC,3635,3.89,13.60
15.225000,13.466667,PGC,3636,1.07,
15.216667,19.475556,PGC,3639,1.51,
15.250000,9.716667,PGC,3643,1.55,
15.254583,29.948333,PGC,3644,0.91,
15.260417,29.600278,PGC,3646,1.23,
15.298750,30.130833,PGC,3651,1.10,14.81
15.305000,30.153611,PGC,3652,0.44,
15.341667,31.507778,PGC,3664,1.58,14.81
15.342083,-6.884722,PGC,3665,1.17,
15.350417,31.041111,PGC,3666,0.87,
15.350000,7.616667,PGC,3667,1.66,14.98
15.391667,-7.589167,PGC,3671,5.89,12.70
15.394583,-59.743056,PGC,3672,1.66,
15.397500,-53.199444,PGC,3675,1.41,
15.425417,24.057500,PGC,3680,1.35,
15.428333,-15.571944,PGC,3681,1.41,
15.435000,-51.868056,PGC,3683,1.17,
15.448750,31.226111,PGC,3685,0.00,
15.461667,-6.800278,PGC,3687,1.26,
15.450000,3.050000,PGC,3688,1.10,
15.487917,-20.901389,PGC,3692,0.78,
15.491250,-1.934444,PGC,3693,1.45,
15.497083,26.487222,PGC,3694,0.00,
15.515000,-19.449722,PGC,3695,1.29,
15.538333,-4.245833,PGC,3701,2.40,13.54
15.575000,9.100000,PGC,3709,0.89,
15.583750,-54.326389,PGC,3710,1.35,
15.594583,-4.507778,PGC,3711,1.05,
15.602500,26.626667,PGC,3713,0.00,
15.602917,-1.957500,PGC,3714,1.29,
15.600000,30.716667,PGC,3715,0.00,
15.635000,-39.069722,PGC,3721,0.79,
15.673750,-21.881667,PGC,3727,1.29,14.70
15.687500,-80.233611,PGC,3733,1.62,
15.711667,-24.220000,PGC,3742,1.05,
15.713333,-65.610000,PGC,3743,3.55,
15.775000,24.983333,PGC,3752,1.05,
15.779167,-6.324722,PGC,3753,1.00,
15.779583,-6.988611,PGC,3754,1.48,
15.794583,-3.609167,PGC,3757,1.32,
15.810417,8.824722,PGC,3761,0.87,
15.817083,22.342222,PGC,3763,0.81,
15.841250,-6.339722,PGC,3768,2.40,13.14
15.849583,-57.178611,PGC,3770,0.79,
15.857917,32.235000,PGC,3773,1.17,
15.900000,6.416667,PGC,3779,1.10,
15.900000,8.550000,PGC,3780,1.00,
15.900000,-0.466667,PGC,3781,1.05,
15.942917,-27.753611,PGC,3783,0.72,
15.960833,22.027222,PGC,3784,1.29,
15.956667,31.199444,PGC,3787,0.91,
15.950000,2.283333,PGC,3789,0.85,
15.950000,21.883333,PGC,3792,0.00,
15.998333,32.964722,PGC,3798,1.10,
16.005833,41.842778,PGC,3803,2.51,
16.030000,-51.131944,PGC,3812,1.26,
16.044167,-62.523889,PGC,3814,1.02,
16.070833,-0.765000,PGC,3817,1.51,
16.071667,-51.032222,PGC,3818,1.38,
16.075000,6.616667,PGC,3819,0.91,
16.076667,-40.148889,PGC,3820,0.98,
16.077083,18.697500,PGC,3821,1.00,
16.079167,-35.120278,PGC,3822,0.98,
16.075000,80.666667,PGC,3824,1.00,
16.090000,-43.275278,PGC,3826,0.72,
16.116250,-64.122222,PGC,3827,1.07,
16.124167,-51.458889,PGC,3828,1.20,
16.127500,-33.653889,PGC,3829,1.26,
16.125000,-0.150000,PGC,3830,1.10,
16.170000,-0.802778,PGC,3833,1.41,
16.177500,-37.633889,PGC,3834,1.29,
16.200000,5.616667,PGC,3838,1.10,
16.220000,22.315000,PGC,3841,0.78,
16.201667,2.119444,PGC,3844,16.22,9.88
16.227917,-47.000556,PGC,3845,1.12,
16.234167,-27.428889,PGC,3846,1.62,
16.250000,-46.074722,PGC,3847,1.26,
16.257917,22.086944,PGC,3849,0.87,
16.258333,32.810833,PGC,3850,0.00,
16.270000,-6.212778,PGC,3853,4.17,12.39
16.280000,-80.134167,PGC,3854,1.23,
16.285833,-6.280833,PGC,3855,1.35,
16.287083,-17.757500,PGC,3856,0.98,
16.323333,-58.437500,PGC,3864,0.91,
16.330417,31.682222,PGC,3866,1.48,
16.333750,-47.200000,PGC,3868,1.02,
16.343333,24.030556,PGC,3869,0.00,
16.353750,-23.020833,PGC,3872,1.15,
16.391667,-53.000833,PGC,3882,0.83,
16.407500,-47.070833,PGC,3888,1.32,
16.475000,32.416667,PGC,3899,1.20,
16.540000,31.406111,PGC,3903,1.29,15.70
16.525000,0.783333,PGC,3904,1.07,
16.525000,44.983333,PGC,3905,1.38,
16.585833,21.373333,PGC,3906,1.17,
16.549583,-30.177778,PGC,3907,1.55,
16.557083,25.550556,PGC,3908,0.87,
16.558750,3.573889,PGC,3910,1.58,
16.575000,14.583333,PGC,3914,1.00,
16.600417,-0.144167,PGC,3922,0.00,
16.602500,-58.786111,PGC,3923,0.89,14.84
16.628333,-2.196944,PGC,3928,1.32,
16.636667,-46.642778,PGC,3930,1.02,
16.665417,24.217222,PGC,3936,0.00,
16.707083,-45.825556,PGC,3939,1.07,
16.700000,75.600000,PGC,3941,1.45,
16.744583,-38.524722,PGC,3945,1.38,
16.754167,-80.306667,PGC,3948,2.75,13.55
16.765417,32.390833,PGC,3950,1.05,16.61
16.772917,32.796389,PGC,3952,1.15,
16.775417,32.347222,PGC,3953,1.41,
16.777917,-42.008056,PGC,3954,1.02,
16.793333,-42.389722,PGC,3957,1.15,
16.794583,-41.916389,PGC,3958,1.23,
16.800000,10.850000,PGC,3959,1.26,
16.809583,13.953889,PGC,3960,1.00,
16.815833,32.521389,PGC,3966,1.38,13.92
16.821250,24.510556,PGC,3968,0.79,
16.825417,32.483889,PGC,3969,1.38,13.60
16.835417,-36.754722,PGC,3971,0.79,
16.842500,16.684444,PGC,3974,1.20,
16.844167,0.925278,PGC,3976,0.89,
16.850833,-69.876389,PGC,3980,3.31,13.10
16.852083,32.403611,PGC,3981,0.66,
16.855000,32.413056,PGC,3982,1.58,
16.855833,32.292500,PGC,3983,1.10,14.05
16.865417,32.321111,PGC,3984,1.07,13.93
16.877500,-61.340000,PGC,3988,0.95,
16.878333,32.362222,PGC,3989,0.93,15.33
16.886250,39.399167,PGC,3990,2.24,
16.875000,32.083333,PGC,3992,1.29,
16.895833,-33.638333,PGC,3993,1.58,
16.905417,32.936944,PGC,3998,0.95,
16.926250,-46.906667,PGC,4001,1.66,12.90
16.943333,32.309722,PGC,4005,0.93,15.42
16.948750,-17.506667,PGC,4008,0.45,
16.953333,-58.076667,PGC,4010,1.10,
16.950000,1.066667,PGC,4013,1.10,
16.990833,33.303611,PGC,4016,0.87,
16.975000,2.550000,PGC,4017,1.23,
17.017500,21.121111,PGC,4019,0.91,
17.020417,33.450000,PGC,4020,0.91,
17.038333,-58.455000,PGC,4023,0.91,
17.044583,-46.093333,PGC,4027,2.51,
17.045417,-47.135000,PGC,4028,1.07,
17.057917,21.098611,PGC,4029,1.00,
17.071667,-46.753333,PGC,4036,1.29,
17.079167,-47.071667,PGC,4038,0.89,
17.097500,33.133056,PGC,4042,1.20,13.68
17.100000,6.450000,PGC,4045,1.02,
17.100000,8.316667,PGC,4046,1.00,
17.100000,-5.300000,PGC,4048,1.10,
17.124583,39.694167,PGC,4054,1.29,
17.143750,16.899722,PGC,4058,0.89,
17.125000,1.333333,PGC,4059,1.10,
17.153750,39.643056,PGC,4061,1.70,13.60
17.154167,1.641389,PGC,4063,3.63,
17.187083,33.462778,PGC,4067,1.38,
17.188750,-46.475278,PGC,4068,0.93,
17.175000,-15.400000,PGC,4071,0.55,
17.193333,-36.343611,PGC,4073,1.17,
17.175000,-15.333333,PGC,4074,0.33,
17.196667,-28.581944,PGC,4075,1.29,13.48
17.175000,-12.616667,PGC,4076,1.32,
17.199167,-15.845000,PGC,4079,1.66,
17.207500,-15.948889,PGC,4082,0.91,
17.211667,-28.599444,PGC,4083,0.28,
17.215417,-45.831944,PGC,4085,1.02,
17.216250,32.099722,PGC,4086,0.55,
17.246667,32.634444,PGC,4096,0.93,
17.250417,-5.515833,PGC,4099,1.17,
17.262083,-37.290556,PGC,4101,1.17,
17.263750,-74.513889,PGC,4102,1.10,
17.269583,-45.773611,PGC,4104,1.38,
17.275000,37.833333,PGC,4106,1.00,
17.307917,32.150278,PGC,4110,1.15,
17.310417,32.750833,PGC,4111,1.91,
17.333750,33.478056,PGC,4115,0.55,
17.341250,14.341944,PGC,4116,1.48,
17.343333,-78.904444,PGC,4120,1.20,
17.370000,14.363056,PGC,4124,0.81,
17.362500,35.717778,PGC,4126,3.47,11.21
17.383333,-47.790556,PGC,4131,0.95,
17.385833,-35.805556,PGC,4132,1.29,
17.423333,23.293889,PGC,4138,0.00,
17.424583,31.132778,PGC,4139,0.52,
17.425000,13.283333,PGC,4142,1.86,
17.422917,-2.266667,PGC,4143,1.38,
17.483333,20.771389,PGC,4148,1.55,
17.480417,-45.930833,PGC,4149,2.88,12.60
17.481250,-46.992222,PGC,4150,0.87,
17.490000,-1.749167,PGC,4151,1.58,
17.498750,32.368611,PGC,4153,2.09,
17.523333,-35.490833,PGC,4161,1.45,
17.545833,43.109722,PGC,4168,2.24,14.40
17.559583,-56.764167,PGC,4169,1.17,
17.580833,-35.735833,PGC,4173,1.45,
17.588750,30.182500,PGC,4176,0.00,
17.592917,3.519167,PGC,4178,0.68,
17.621250,43.287778,PGC,4184,1.51,14.40
17.640000,-52.556111,PGC,4187,1.12,
17.650417,-30.220833,PGC,4189,2.04,13.12
17.652500,33.124722,PGC,4190,1.70,
17.654167,-7.621389,PGC,4194,1.29,
17.650000,-0.266667,PGC,4195,1.05,
17.662083,16.596944,PGC,4196,0.68,
17.675000,49.600000,PGC,4202,2.19,
17.702083,33.578056,PGC,4210,1.02,
17.700000,-1.750000,PGC,4214,1.26,
17.716667,24.455278,PGC,4219,0.00,
17.723750,-5.822222,PGC,4222,2.24,
17.743333,33.151667,PGC,4224,2.40,12.52
17.754167,-30.437778,PGC,4227,1.70,13.46
17.754167,-55.869444,PGC,4228,1.26,
17.770833,33.834722,PGC,4235,1.20,
17.775833,-18.149444,PGC,4237,0.63,
17.802083,-7.546944,PGC,4249,1.15,
17.822917,31.740278,PGC,4255,0.98,
17.827500,31.887778,PGC,4258,1.38,
17.828750,-45.932778,PGC,4259,1.00,
17.843750,-29.234444,PGC,4266,0.98,
17.862083,-45.937778,PGC,4271,1.29,
17.866250,-38.082778,PGC,4274,1.82,
17.877500,1.321111,PGC,4275,1.00,
17.875000,36.666667,PGC,4276,0.91,
17.882917,23.218889,PGC,4278,0.89,
17.900417,49.120833,PGC,4282,1.58,
17.931667,35.275833,PGC,4286,2.14,
17.942500,-61.526389,PGC,4290,1.29,
17.944167,-0.663333,PGC,4292,0.56,
17.949167,-47.214722,PGC,4294,0.95,
17.958750,-1.655556,PGC,4295,0.62,
17.961250,-55.856389,PGC,4298,1.70,
18.037083,-32.241667,PGC,4316,1.12,
18.042083,32.123056,PGC,4320,2.00,
18.056667,-58.246667,PGC,4325,2.14,12.79
18.067083,-54.458333,PGC,4329,1.23,
18.083333,-32.061667,PGC,4333,1.02,
18.083333,-50.401667,PGC,4334,1.32,14.40
18.123333,-58.208333,PGC,4344,1.15,
18.133333,-4.146389,PGC,4346,1.12,
18.130833,-2.793611,PGC,4347,1.12,
18.138750,-17.461667,PGC,4348,1.00,
18.125000,50.600000,PGC,4351,1.17,
18.157500,-37.896667,PGC,4353,1.38,
18.160000,-46.071667,PGC,4354,0.85,
18.161667,38.505556,PGC,4355,1.35,
18.162917,-33.668333,PGC,4356,1.35,15.30
18.180833,32.969167,PGC,4359,0.87,
18.201250,-58.281944,PGC,4361,1.15,13.73
18.204167,-0.291111,PGC,4363,1.38,13.80
18.230000,0.983056,PGC,4367,4.07,11.91
18.237917,-0.346667,PGC,4368,1.38,
18.238333,-31.450000,PGC,4369,0.91,
18.247500,-0.252222,PGC,4376,1.32,13.50
18.269167,-18.997222,PGC,4377,1.15,
18.260417,38.768611,PGC,4379,1.05,
18.275000,2.283333,PGC,4386,0.91,
18.300000,34.966667,PGC,4387,1.00,
18.308333,8.866667,PGC,4388,1.00,
18.300000,12.750000,PGC,4389,0.98,
18.300000,50.666667,PGC,4394,1.07,
18.350000,49.600000,PGC,4401,1.10,
18.378333,-52.301944,PGC,4404,1.07,
18.390000,-37.901944,PGC,4406,1.38,
18.404167,-45.336111,PGC,4409,1.15,
18.400000,-0.083333,PGC,4415,1.07,
18.400000,0.866667,PGC,4416,1.20,
18.442500,-31.062222,PGC,4421,1.10,
18.425000,2.366667,PGC,4422,1.29,
18.449167,-31.747222,PGC,4423,2.45,
18.453750,7.785000,PGC,4425,0.00,
18.464167,13.271944,PGC,4428,0.89,
18.465833,-31.787222,PGC,4429,1.41,
18.493750,-62.400556,PGC,4432,1.38,
18.499583,2.070556,PGC,4434,1.12,
18.505000,-57.933889,PGC,4435,1.55,14.20
18.519583,33.703333,PGC,4437,1.41,
18.500000,-13.050000,PGC,4438,1.10,
18.530417,-32.650556,PGC,4440,2.34,
18.533750,-33.155556,PGC,4441,1.07,
18.525000,-1.850000,PGC,4442,0.72,
18.525000,-1.733333,PGC,4443,1.23,
18.544583,42.240278,PGC,4446,0.89,
18.561250,37.956667,PGC,4451,1.00,
18.564583,-32.248889,PGC,4453,0.98,
18.550000,0.733333,PGC,4454,0.55,
18.560417,15.898056,PGC,4456,1.17,
18.550000,50.216667,PGC,4457,1.00,
18.591250,5.925833,PGC,4464,1.32,
18.596667,-55.397500,PGC,4468,1.82,
18.600000,51.150000,PGC,4469,1.29,
18.608750,42.555833,PGC,4473,1.41,14.44
18.625000,-31.180833,PGC,4477,1.23,
18.627083,-32.262500,PGC,4478,1.32,14.10
18.660417,-1.020556,PGC,4484,0.98,
18.650000,1.166667,PGC,4485,0.89,
18.650000,1.816667,PGC,4486,1.05,
18.707917,-0.494722,PGC,4490,0.44,
18.719167,1.918056,PGC,4493,0.76,
18.734583,31.948333,PGC,4498,1.07,
18.725000,0.416667,PGC,4500,0.89,
18.751667,-32.242500,PGC,4505,1.00,
18.767917,5.375278,PGC,4509,0.87,
18.775000,6.833333,PGC,4511,1.29,
18.782083,33.376944,PGC,4512,0.83,
18.791250,-44.482778,PGC,4517,1.12,
18.799583,30.195278,PGC,4520,1.35,
18.816250,-1.625000,PGC,4524,1.62,
18.830417,28.490000,PGC,4531,0.89,
18.850000,8.083333,PGC,4535,1.51,
18.875000,6.883333,PGC,4539,1.29,
18.877917,-0.860278,PGC,4540,3.09,
18.887917,-26.449444,PGC,4543,2.24,
18.898333,-61.259444,PGC,4546,1.05,
18.903333,-6.586944,PGC,4547,1.38,
18.900000,9.283333,PGC,4549,2.40,
18.907083,33.067500,PGC,4550,2.24,15.10
18.941667,-26.842778,PGC,4557,1.35,
19.702917,-16.802778,PGC,4707,1.38,
18.956667,31.080556,PGC,4561,1.91,15.02
18.966250,33.810278,PGC,4563,1.35,15.40
18.971250,-32.476389,PGC,4566,1.20,14.14
18.979167,-50.189722,PGC,4569,1.17,
18.985833,-79.046667,PGC,4570,1.10,
18.988750,5.177500,PGC,4572,1.95,
19.015833,4.294444,PGC,4578,2.04,
19.017500,37.648889,PGC,4579,0.85,
19.020000,-61.623056,PGC,4581,1.45,
19.025417,30.349444,PGC,4584,1.58,
19.025000,6.633333,PGC,4585,0.91,
19.025000,1.566667,PGC,4586,0.98,
19.030000,33.089444,PGC,4587,0.76,15.01
19.030000,-6.723333,PGC,4588,1.55,
19.047083,25.192222,PGC,4593,0.69,
19.052083,33.063889,PGC,4594,0.66,
19.062917,31.033889,PGC,4596,2.51,13.64
19.068750,46.740278,PGC,4598,1.20,
19.086667,46.747500,PGC,4600,1.91,
19.100000,33.433333,PGC,4601,0.00,
19.109583,39.052778,PGC,4604,1.15,
19.127500,-7.977500,PGC,4606,1.26,
19.138750,28.975556,PGC,4607,0.74,
19.125000,1.200000,PGC,4608,0.91,
19.182500,16.398333,PGC,4612,0.78,
19.246667,13.024722,PGC,4619,1.20,
19.265000,-44.181667,PGC,4623,1.23,
19.305833,-58.910000,PGC,4632,1.78,
19.333750,-33.840000,PGC,4636,1.17,
19.375000,-9.300000,PGC,4647,1.29,
19.388750,-52.318611,PGC,4649,0.79,14.14
19.375000,49.000000,PGC,4650,1.29,
19.400000,37.416667,PGC,4653,1.00,
19.412917,43.648056,PGC,4654,1.23,
19.439583,21.415833,PGC,4655,1.00,
19.425000,10.183333,PGC,4657,1.29,
19.464167,-1.957222,PGC,4659,2.24,
19.472917,-8.621944,PGC,4663,1.62,
19.533750,17.562222,PGC,4665,0.95,
19.533750,-44.463889,PGC,4671,1.10,
19.535417,11.381111,PGC,4672,2.34,
19.542500,38.443889,PGC,4674,1.15,
19.579167,-37.103889,PGC,4682,1.00,
19.600000,4.733333,PGC,4686,0.89,
19.667500,31.036389,PGC,4698,1.05,
19.669167,32.256667,PGC,4699,0.78,
19.670833,-58.730833,PGC,4700,0.98,
19.675000,-7.433333,PGC,4701,1.32,
19.686667,-19.627500,PGC,4703,0.91,
19.691250,-23.945833,PGC,4704,0.95,
19.691667,14.991389,PGC,4705,0.62,
19.703333,-53.292500,PGC,4708,1.70,
19.720417,-16.803056,PGC,4711,1.86,
19.725000,44.283333,PGC,4715,1.35,
19.750417,12.939444,PGC,4716,0.91,
19.725000,-1.000000,PGC,4717,1.32,
19.750000,5.550000,PGC,4720,0.95,
19.759583,-17.060000,PGC,4724,1.29,
19.765833,4.326111,PGC,4727,0.00,
19.781667,-34.104167,PGC,4731,1.91,
19.775000,-0.150000,PGC,4734,1.38,
19.791250,33.030556,PGC,4735,1.48,
19.793333,3.300833,PGC,4736,1.70,12.90
19.821250,21.762222,PGC,4738,1.10,
19.800000,-11.866667,PGC,4742,1.10,
19.825417,4.577778,PGC,4743,0.00,
19.852500,12.461944,PGC,4748,0.79,
19.850000,12.446667,PGC,4750,1.35,
19.874583,21.150278,PGC,4751,0.91,
19.867500,-51.781111,PGC,4754,0.89,
19.850000,49.183333,PGC,4756,1.00,
19.876250,-20.776111,PGC,4758,1.10,
19.909167,17.564444,PGC,4763,1.10,
19.895417,-58.524444,PGC,4764,1.95,12.05
19.900000,8.166667,PGC,4769,1.00,
19.908333,31.654722,PGC,4770,1.00,
19.900000,-1.700000,PGC,4771,1.17,
19.940000,3.410278,PGC,4777,2.82,12.53
19.925000,19.716667,PGC,4778,0.95,
19.972917,32.466944,PGC,4782,1.10,
19.978333,16.545000,PGC,4785,1.74,13.33
19.980833,-34.256111,PGC,4787,0.60,
19.996667,12.924722,PGC,4791,0.95,
19.987500,-41.236111,PGC,4792,1.02,14.50
19.998750,14.784167,PGC,4793,1.05,14.18
20.019167,-33.901111,PGC,4799,2.00,14.30
20.028333,3.416667,PGC,4801,7.08,12.37
20.028750,33.185278,PGC,4802,1.00,
20.025000,-0.200000,PGC,4805,1.26,
20.050000,-0.333333,PGC,4812,0.78,
20.082083,-44.128056,PGC,4822,1.17,
20.083750,-40.964722,PGC,4823,2.24,
20.100000,5.833333,PGC,4827,1.58,
20.117917,38.155278,PGC,4832,0.74,
20.139167,29.617500,PGC,4840,0.78,
20.142917,-34.121389,PGC,4841,1.38,
20.148333,-17.396389,PGC,4842,1.35,
20.148750,-17.388056,PGC,4843,1.45,
20.148750,-17.341389,PGC,4844,1.38,14.44
20.159583,29.699167,PGC,4848,1.35,
20.167083,30.393889,PGC,4850,0.71,
20.175000,1.416667,PGC,4854,0.85,
20.175000,4.183333,PGC,4856,1.00,
20.200000,-3.650000,PGC,4858,1.32,
20.225000,4.783333,PGC,4861,1.29,
20.225000,6.550000,PGC,4862,1.23,
20.244167,29.231389,PGC,4868,0.91,
20.252917,17.073056,PGC,4872,1.15,
20.225000,2.966667,PGC,4873,1.00,
20.244583,25.548889,PGC,4877,1.38,
20.262500,33.898333,PGC,4879,1.10,
20.267083,-36.118333,PGC,4881,1.58,
20.275000,5.133333,PGC,4884,1.20,
20.275000,5.416667,PGC,4885,1.05,
20.279583,33.216667,PGC,4891,0.95,
20.280000,-26.726667,PGC,4892,1.70,13.82
20.281667,-35.200000,PGC,4894,1.48,
20.284583,1.372778,PGC,4896,1.95,
20.287083,15.695278,PGC,4897,0.78,
20.293750,17.868333,PGC,4898,0.91,
20.302500,-9.211667,PGC,4899,1.74,
20.303333,-36.473333,PGC,4900,0.91,
20.315833,3.861944,PGC,4905,1.07,
20.318750,-0.545000,PGC,4906,1.62,
20.300000,-10.616667,PGC,4911,1.32,
20.325417,-22.801667,PGC,4912,1.95,
20.326250,12.410556,PGC,4913,2.29,14.67
20.334167,-34.063333,PGC,4914,1.38,13.21
20.335000,40.487778,PGC,4915,2.19,
20.325000,0.083333,PGC,4916,0.98,
20.350000,9.166667,PGC,4918,1.10,
20.365833,7.018333,PGC,4921,1.74,
20.369583,15.946667,PGC,4922,0.81,
20.368333,-61.375278,PGC,4923,1.38,
20.373750,-36.543611,PGC,4924,1.45,
20.383333,19.874722,PGC,4926,0.91,
20.377083,-61.353611,PGC,4927,0.87,14.70
20.403750,20.919167,PGC,4928,0.91,
20.386667,-33.156944,PGC,4934,1.00,
20.418333,-17.818611,PGC,4940,1.41,
20.430000,-11.770278,PGC,4943,1.20,
20.425000,78.616667,PGC,4945,1.82,
20.446250,5.254722,PGC,4946,5.25,11.15
20.457500,18.267500,PGC,4947,1.10,
20.448750,17.592222,PGC,4948,1.82,
20.455833,-44.056944,PGC,4949,1.17,14.11
20.450000,23.766667,PGC,4951,1.17,
20.474583,9.205833,PGC,4957,1.66,
20.480417,-16.371389,PGC,4958,1.10,
20.482917,50.047222,PGC,4960,1.41,
20.484583,33.521111,PGC,4961,0.74,
20.492917,15.794444,PGC,4965,1.00,
20.505833,37.400556,PGC,4971,1.58,
20.508333,-34.196944,PGC,4972,1.41,
20.500000,5.366667,PGC,4973,0.66,
20.537083,0.947222,PGC,4979,3.39,12.93
20.542917,32.215556,PGC,4981,0.83,
20.562500,34.669444,PGC,4985,0.52,
20.572917,28.798611,PGC,4988,0.98,
20.597083,-0.874722,PGC,4992,2.09,13.84
20.610833,9.053611,PGC,4995,0.00,
20.638750,-29.982222,PGC,5000,1.48,
20.625000,-0.583333,PGC,5001,0.66,
20.650833,1.890278,PGC,5006,0.69,
20.662083,34.437778,PGC,5008,1.32,
20.667917,23.169167,PGC,5010,0.00,
20.668750,26.867500,PGC,5011,0.00,
20.678333,19.032222,PGC,5012,1.10,
20.677917,26.866667,PGC,5015,0.00,
20.695833,-1.392778,PGC,5019,1.82,
20.697083,19.308889,PGC,5020,1.00,
20.725833,13.126944,PGC,5024,0.91,
20.725000,-4.643333,PGC,5029,1.12,
20.728333,28.835833,PGC,5032,0.69,
20.730833,9.048333,PGC,5034,1.15,13.74
20.730833,33.173889,PGC,5035,2.00,13.80
20.725000,9.450000,PGC,5036,0.91,
20.733333,33.471389,PGC,5037,1.29,
20.761667,-43.127500,PGC,5046,1.74,
20.772500,-34.985833,PGC,5049,0.91,
20.777083,-34.735833,PGC,5051,1.62,
20.775000,-0.633333,PGC,5055,1.15,
20.775000,-0.383333,PGC,5056,1.23,
20.798333,33.460000,PGC,5060,1.62,13.17
20.798750,33.529722,PGC,5061,1.62,
20.805417,22.255278,PGC,5063,0.78,
20.810833,-32.840833,PGC,5066,1.29,
20.811250,-0.700556,PGC,5067,1.17,
20.800000,-0.900000,PGC,5070,0.00,
20.830000,33.277500,PGC,5074,0.00,
20.837083,-1.976667,PGC,5076,0.78,
20.848333,15.214167,PGC,5078,0.95,
20.850417,9.433889,PGC,5080,1.62,
20.843333,33.432222,PGC,5082,0.00,15.50
20.866667,33.204444,PGC,5084,1.74,
20.868750,30.784444,PGC,5085,1.74,
20.868750,33.331944,PGC,5086,0.00,
20.874167,-56.687778,PGC,5087,1.20,
20.907500,34.570000,PGC,5088,0.98,15.10
20.874167,34.568889,PGC,5089,0.00,
20.892917,-34.936111,PGC,5091,1.23,
20.900000,6.950000,PGC,5094,0.95,
20.905417,32.630000,PGC,5095,0.72,
20.900000,-1.816667,PGC,5097,0.00,
21.218750,9.702222,PGC,5232,1.51,
20.917083,33.256111,PGC,5098,3.09,12.20
20.919167,33.281111,PGC,5099,1.29,
20.925000,6.700000,PGC,5101,1.17,
20.877917,11.291111,PGC,5103,1.20,
20.925000,11.500000,PGC,5105,1.20,
20.940000,-58.804444,PGC,5106,0.79,13.50
20.949583,33.055833,PGC,5108,0.93,
20.956667,33.156389,PGC,5110,0.00,
20.963750,-27.789444,PGC,5112,0.81,
20.980000,-35.067778,PGC,5120,0.89,
20.987083,-33.802778,PGC,5124,0.43,
20.992083,-35.116389,PGC,5128,1.66,
20.994167,33.313333,PGC,5129,0.44,
20.999583,33.908056,PGC,5132,1.58,
21.016667,12.916389,PGC,5139,3.47,12.24
21.025000,43.216667,PGC,5146,1.29,
21.025000,9.916667,PGC,5147,1.38,
21.034583,9.551389,PGC,5148,1.45,
21.016667,27.046944,PGC,5150,1.00,
21.059583,-34.726389,PGC,5154,1.55,
21.069167,-37.334722,PGC,5158,1.00,
21.073750,9.331944,PGC,5161,1.70,
21.075000,-1.733333,PGC,5164,0.66,
21.090833,32.223889,PGC,5165,0.98,
21.100000,9.883333,PGC,5172,0.91,
21.112500,33.799167,PGC,5174,0.68,
21.125000,15.766389,PGC,5181,1.10,
21.120000,-1.641944,PGC,5182,0.50,
21.129167,-15.538056,PGC,5186,1.66,
